profile,config_id,scenario,split,controller,alpha,seed,n,delay_bins,jobs,mean_resource_fraction,metric_status,metric_reason,p95_wait,p99_wait,selected_on_validation,weighted_event_approximation
paper,paper-pareto-n100-d1,high_volume,test,ewma_mf_mpc,100.0,1731,100,1,720000,0.2735416666666667,ok,,16628.75696084941,23928.888028300986,True,True
paper,paper-pareto-n100-d1,high_volume,test,gp_mean_mf_mpc,0.01,1731,100,1,720000,0.9377430555555556,ok,,864.8811666866148,5088.443083813053,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_mean_mf_mpc,0.03,1731,100,1,720000,0.5125,ok,,19997.00782695645,26635.87327831174,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_mean_mf_mpc,0.07498942093324558,1731,100,1,720000,0.3834722222222222,ok,,28472.56298153318,38113.84596133877,True,True
paper,paper-pareto-n100-d1,high_volume,test,gp_mean_mf_mpc,0.1,1731,100,1,720000,0.35732638888888885,ok,,30437.163300784217,36750.08741194448,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_mean_mf_mpc,0.3,1731,100,1,720000,0.2546527777777778,ok,,49456.83846519817,59659.89868291022,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_mean_mf_mpc,1.0,1731,100,1,720000,0.17875,ok,,99487.87603529809,115706.34389244823,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_mean_mf_mpc,3.0,1731,100,1,720000,0.13166666666666665,ok,,132442.7381180739,145899.57590502518,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_ucb_mf_mpc,0.01,1731,100,1,720000,0.99375,ok,,490.70556857465505,2101.799471874334,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_ucb_mf_mpc,0.03,1731,100,1,720000,0.9786458333333333,ok,,485.21952619705405,2055.271213685911,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_ucb_mf_mpc,0.1,1731,100,1,720000,0.9369444444444445,ok,,505.00337341021566,2161.5588087086953,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_ucb_mf_mpc,0.3,1731,100,1,720000,0.9019444444444444,ok,,581.2377284551203,2612.788065259498,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_ucb_mf_mpc,1.0,1731,100,1,720000,0.8433680555555556,ok,,949.621692877644,3636.73480810333,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_ucb_mf_mpc,3.0,1731,100,1,720000,0.8044791666666667,ok,,1428.7847221277714,4763.517473101346,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_ucb_mf_mpc,100.0,1731,100,1,720000,0.7580208333333333,ok,,1717.3475727613732,5329.69824526206,True,True
paper,paper-pareto-n100-d1,high_volume,test,oracle_mf_mpc,0.01,1731,100,1,720000,0.9555902777777777,ok,,492.46746584086156,2090.4813954760143,False,True
paper,paper-pareto-n100-d1,high_volume,test,oracle_mf_mpc,0.03,1731,100,1,720000,0.41184027777777776,ok,,538.5106480177818,2644.7522115956126,False,True
paper,paper-pareto-n100-d1,high_volume,test,oracle_mf_mpc,0.1,1731,100,1,720000,0.35541666666666666,ok,,526.0106743537524,2134.226311593387,False,True
paper,paper-pareto-n100-d1,high_volume,test,oracle_mf_mpc,0.3,1731,100,1,720000,0.33444444444444443,ok,,580.169030478655,2427.9603824933256,False,True
paper,paper-pareto-n100-d1,high_volume,test,oracle_mf_mpc,1.0,1731,100,1,720000,0.3030208333333333,ok,,872.9926876833764,3413.1782926160568,False,True
paper,paper-pareto-n100-d1,high_volume,test,oracle_mf_mpc,3.0,1731,100,1,720000,0.2921180555555556,ok,,1166.4696853737453,4335.6910504720545,False,True
paper,paper-pareto-n100-d1,high_volume,test,oracle_mf_mpc,100.0,1731,100,1,720000,0.2814930555555556,ok,,1993.0471752654614,5554.187484022954,True,True
paper,paper-pareto-n100-d1,high_volume,test,seasonal_mf_mpc,0.01,1733,100,1,720000,0.99375,ok,,693.10867662387,3735.0659374711736,False,True
paper,paper-pareto-n100-d1,high_volume,test,seasonal_mf_mpc,0.03,1733,100,1,720000,0.4184722222222222,ok,,61353.52442656736,69708.67757882517,False,True
paper,paper-pareto-n100-d1,high_volume,test,seasonal_mf_mpc,0.1,1733,100,1,720000,0.34822916666666665,ok,,155275.78124507627,188882.30524397307,False,True
paper,paper-pareto-n100-d1,high_volume,test,seasonal_mf_mpc,0.3,1733,100,1,720000,0.3297569444444444,ok,,210548.85188101645,224914.89821659523,False,True
paper,paper-pareto-n100-d1,high_volume,test,seasonal_mf_mpc,1.0,1733,100,1,720000,0.3073611111111111,ok,,331799.0982466141,338834.88219328935,False,True
paper,paper-pareto-n100-d1,high_volume,test,seasonal_mf_mpc,3.0,1733,100,1,720000,0.30246527777777776,ok,,321135.3368625142,332554.20819616294,False,True
paper,paper-pareto-n100-d1,high_volume,test,seasonal_mf_mpc,100.0,1733,100,1,720000,0.2924305555555556,ok,,333458.79153959756,349238.7462941219,True,True
paper,paper-pareto-n100-d1,high_volume,test,ewma_mf_mpc,0.01,1733,100,1,720000,0.9638541666666667,ok,,844.5983893172925,3931.625992642077,False,True
paper,paper-pareto-n100-d1,high_volume,test,ewma_mf_mpc,0.03,1733,100,1,720000,0.5158333333333334,ok,,1426.6026076828439,6291.242765876949,False,True
paper,paper-pareto-n100-d1,high_volume,test,ewma_mf_mpc,0.1,1733,100,1,720000,0.43145833333333333,ok,,4055.917719829819,11498.88270281072,False,True
paper,paper-pareto-n100-d1,high_volume,test,ewma_mf_mpc,0.3,1733,100,1,720000,0.3875,ok,,8654.29798572925,19024.693051407816,False,True
paper,paper-pareto-n100-d1,high_volume,test,ewma_mf_mpc,1.0,1733,100,1,720000,0.34239583333333334,ok,,16513.277342101628,25807.070115970575,False,True
paper,paper-pareto-n100-d1,high_volume,test,ewma_mf_mpc,3.0,1733,100,1,720000,0.3126736111111111,ok,,17997.882565426888,23673.588444169196,False,True
paper,paper-pareto-n100-d1,high_volume,test,ewma_mf_mpc,100.0,1733,100,1,720000,0.2735416666666667,ok,,21115.952943624867,24213.543318491484,True,True
paper,paper-pareto-n100-d1,high_volume,test,gp_mean_mf_mpc,0.01,1733,100,1,720000,0.9377430555555556,ok,,1104.8430501394926,5998.178036553353,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_mean_mf_mpc,0.03,1733,100,1,720000,0.5125,ok,,21911.50169592236,26836.116429397378,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_mean_mf_mpc,0.07498942093324558,1733,100,1,720000,0.3834722222222222,ok,,29146.083838992832,38599.479422663295,True,True
paper,paper-pareto-n100-d1,high_volume,test,gp_mean_mf_mpc,0.1,1733,100,1,720000,0.35732638888888885,ok,,33297.048208043445,41885.48870630382,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_mean_mf_mpc,0.3,1733,100,1,720000,0.2546527777777778,ok,,56794.81729750206,73390.61930443255,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_mean_mf_mpc,1.0,1733,100,1,720000,0.17875,ok,,84976.2581029097,149709.72401165243,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_mean_mf_mpc,3.0,1733,100,1,720000,0.13166666666666665,ok,,148297.54344792897,164106.98613297864,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_ucb_mf_mpc,0.01,1733,100,1,720000,0.99375,ok,,693.10867662387,3735.0659374711736,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_ucb_mf_mpc,0.03,1733,100,1,720000,0.9786458333333333,ok,,704.7540818841309,3640.393689671724,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_ucb_mf_mpc,0.1,1733,100,1,720000,0.9369444444444445,ok,,724.5459586880983,3581.5640343552773,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_ucb_mf_mpc,0.3,1733,100,1,720000,0.9019444444444444,ok,,862.0992572936042,3703.2911830128164,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_ucb_mf_mpc,1.0,1733,100,1,720000,0.8433680555555556,ok,,1326.06628813405,5145.82587797683,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_ucb_mf_mpc,3.0,1733,100,1,720000,0.8044791666666667,ok,,1681.6148230417048,5683.505029465235,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_ucb_mf_mpc,100.0,1733,100,1,720000,0.7580208333333333,ok,,2447.2728047020037,7272.734293293906,True,True
paper,paper-pareto-n100-d1,high_volume,test,oracle_mf_mpc,0.01,1733,100,1,720000,0.9555902777777777,ok,,703.6188877637151,3509.7644934328537,False,True
paper,paper-pareto-n100-d1,high_volume,test,oracle_mf_mpc,0.03,1733,100,1,720000,0.41184027777777776,ok,,751.130318011792,4531.505700957252,False,True
paper,paper-pareto-n100-d1,high_volume,test,oracle_mf_mpc,0.1,1733,100,1,720000,0.35541666666666666,ok,,778.3790004176014,4003.5624716465127,False,True
paper,paper-pareto-n100-d1,high_volume,test,oracle_mf_mpc,0.3,1733,100,1,720000,0.33444444444444443,ok,,924.7409507568033,5374.17516886701,False,True
paper,paper-pareto-n100-d1,high_volume,test,oracle_mf_mpc,1.0,1733,100,1,720000,0.3030208333333333,ok,,1444.6126830113112,4286.937664348136,False,True
paper,paper-pareto-n100-d1,high_volume,test,oracle_mf_mpc,3.0,1733,100,1,720000,0.2921180555555556,ok,,1561.7160965675703,6240.264111992008,False,True
paper,paper-pareto-n100-d1,high_volume,test,oracle_mf_mpc,100.0,1733,100,1,720000,0.2814930555555556,ok,,2496.8053595794236,5861.340414529972,True,True
paper,paper-pareto-n100-d1,high_volume,test,seasonal_mf_mpc,0.01,1732,100,1,720000,0.99375,ok,,621.5237834591837,3624.136002721596,False,True
paper,paper-pareto-n100-d1,high_volume,test,seasonal_mf_mpc,0.03,1732,100,1,720000,0.4184722222222222,ok,,54418.75937884155,91897.12198376066,False,True
paper,paper-pareto-n100-d1,high_volume,test,seasonal_mf_mpc,0.1,1732,100,1,720000,0.34822916666666665,ok,,148309.94465027677,189000.55941191936,False,True
paper,paper-pareto-n100-d1,high_volume,test,seasonal_mf_mpc,0.3,1732,100,1,720000,0.3297569444444444,ok,,197638.4582062953,211690.0244038426,False,True
paper,paper-pareto-n100-d1,high_volume,test,seasonal_mf_mpc,1.0,1732,100,1,720000,0.3073611111111111,ok,,313453.511266671,328751.9579036824,False,True
paper,paper-pareto-n100-d1,high_volume,test,seasonal_mf_mpc,3.0,1732,100,1,720000,0.30246527777777776,ok,,320594.9823911296,335210.6500833291,False,True
paper,paper-pareto-n100-d1,high_volume,test,seasonal_mf_mpc,100.0,1732,100,1,720000,0.2924305555555556,ok,,301289.83753792965,315125.4905070314,True,True
paper,paper-pareto-n100-d1,high_volume,test,ewma_mf_mpc,0.01,1732,100,1,720000,0.9638541666666667,ok,,771.3627721807707,4121.263683126197,False,True
paper,paper-pareto-n100-d1,high_volume,test,ewma_mf_mpc,0.03,1732,100,1,720000,0.5158333333333334,ok,,1373.2093587599256,5786.624708577458,False,True
paper,paper-pareto-n100-d1,high_volume,test,ewma_mf_mpc,0.1,1732,100,1,720000,0.43145833333333333,ok,,2290.8002943632328,8137.406253184331,False,True
paper,paper-pareto-n100-d1,high_volume,test,ewma_mf_mpc,0.3,1732,100,1,720000,0.3875,ok,,3626.9602540085907,10403.915596345378,False,True
paper,paper-pareto-n100-d1,high_volume,test,ewma_mf_mpc,1.0,1732,100,1,720000,0.34239583333333334,ok,,7782.372924377954,20495.910145858492,False,True
paper,paper-pareto-n100-d1,high_volume,test,ewma_mf_mpc,3.0,1732,100,1,720000,0.3126736111111111,ok,,10024.728827362434,20636.369235840342,False,True
paper,paper-pareto-n100-d1,high_volume,test,ewma_mf_mpc,100.0,1732,100,1,720000,0.2735416666666667,ok,,17355.926173107753,29157.37801425293,True,True
paper,paper-pareto-n100-d1,high_volume,test,gp_mean_mf_mpc,0.01,1732,100,1,720000,0.9377430555555556,ok,,1198.3093738878445,5836.539434020137,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_mean_mf_mpc,0.03,1732,100,1,720000,0.5125,ok,,22325.157160775794,31160.21623135882,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_mean_mf_mpc,0.07498942093324558,1732,100,1,720000,0.3834722222222222,ok,,35913.427467290465,46953.732267176405,True,True
paper,paper-pareto-n100-d1,high_volume,test,gp_mean_mf_mpc,0.1,1732,100,1,720000,0.35732638888888885,ok,,36942.655666469786,47300.65650565907,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_mean_mf_mpc,0.3,1732,100,1,720000,0.2546527777777778,ok,,58727.05147694039,76987.9195116393,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_mean_mf_mpc,1.0,1732,100,1,720000,0.17875,ok,,107090.67545587053,119913.2474957568,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_mean_mf_mpc,3.0,1732,100,1,720000,0.13166666666666665,ok,,144727.6240838018,153170.39331623,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_ucb_mf_mpc,0.01,1732,100,1,720000,0.99375,ok,,621.5237834591837,3624.136002721596,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_ucb_mf_mpc,0.03,1732,100,1,720000,0.9786458333333333,ok,,635.8986735524647,3725.3831837652183,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_ucb_mf_mpc,0.1,1732,100,1,720000,0.9369444444444445,ok,,664.4352176881036,3640.787055840105,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_ucb_mf_mpc,0.3,1732,100,1,720000,0.9019444444444444,ok,,802.9722928185253,3952.5974939062544,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_ucb_mf_mpc,1.0,1732,100,1,720000,0.8433680555555556,ok,,1237.4355705356234,4825.890914309466,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_ucb_mf_mpc,3.0,1732,100,1,720000,0.8044791666666667,ok,,1725.5888751590785,5885.657713118421,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_ucb_mf_mpc,100.0,1732,100,1,720000,0.7580208333333333,ok,,2215.3146255678803,6753.296606791928,True,True
paper,paper-pareto-n100-d1,high_volume,test,oracle_mf_mpc,0.01,1732,100,1,720000,0.9555902777777777,ok,,630.5347317556759,3817.7255282092956,False,True
paper,paper-pareto-n100-d1,high_volume,test,oracle_mf_mpc,0.03,1732,100,1,720000,0.41184027777777776,ok,,696.8161920204213,3873.1224172616717,False,True
paper,paper-pareto-n100-d1,high_volume,test,oracle_mf_mpc,0.1,1732,100,1,720000,0.35541666666666666,ok,,674.7579503171495,3125.1387998878013,False,True
paper,paper-pareto-n100-d1,high_volume,test,oracle_mf_mpc,0.3,1732,100,1,720000,0.33444444444444443,ok,,786.2837937345498,4915.942555555092,False,True
paper,paper-pareto-n100-d1,high_volume,test,oracle_mf_mpc,1.0,1732,100,1,720000,0.3030208333333333,ok,,1164.4804339470898,4857.658866567034,False,True
paper,paper-pareto-n100-d1,high_volume,test,oracle_mf_mpc,3.0,1732,100,1,720000,0.2921180555555556,ok,,1485.7251321533543,6385.165517243347,False,True
paper,paper-pareto-n100-d1,high_volume,test,oracle_mf_mpc,100.0,1732,100,1,720000,0.2814930555555556,ok,,1591.6337656742571,5048.093763535371,True,True
paper,paper-pareto-n100-d1,high_volume,test,seasonal_mf_mpc,0.01,1730,100,1,720000,0.99375,ok,,585.9942187046694,3425.5532949515327,False,True
paper,paper-pareto-n100-d1,high_volume,test,seasonal_mf_mpc,0.03,1730,100,1,720000,0.4184722222222222,ok,,51862.55983478542,63770.11673223675,False,True
paper,paper-pareto-n100-d1,high_volume,test,seasonal_mf_mpc,0.1,1730,100,1,720000,0.34822916666666665,ok,,144769.8694994248,154404.94116863076,False,True
paper,paper-pareto-n100-d1,high_volume,test,seasonal_mf_mpc,0.3,1730,100,1,720000,0.3297569444444444,ok,,198686.61843353076,214485.17537736968,False,True
paper,paper-pareto-n100-d1,high_volume,test,seasonal_mf_mpc,1.0,1730,100,1,720000,0.3073611111111111,ok,,292411.5055132877,300323.7897574611,False,True
paper,paper-pareto-n100-d1,high_volume,test,seasonal_mf_mpc,3.0,1730,100,1,720000,0.30246527777777776,ok,,339296.52644065156,353686.61423249054,False,True
paper,paper-pareto-n100-d1,high_volume,test,seasonal_mf_mpc,100.0,1730,100,1,720000,0.2924305555555556,ok,,308612.39881705877,322757.6773605103,True,True
paper,paper-pareto-n100-d1,high_volume,test,ewma_mf_mpc,0.01,1730,100,1,720000,0.9638541666666667,ok,,748.5650221402999,3824.9748862912916,False,True
paper,paper-pareto-n100-d1,high_volume,test,ewma_mf_mpc,0.03,1730,100,1,720000,0.5158333333333334,ok,,1254.3007742717748,4974.978079648046,False,True
paper,paper-pareto-n100-d1,high_volume,test,ewma_mf_mpc,0.1,1730,100,1,720000,0.43145833333333333,ok,,1754.4057961941812,5944.911443030167,False,True
paper,paper-pareto-n100-d1,high_volume,test,ewma_mf_mpc,0.3,1730,100,1,720000,0.3875,ok,,3152.338001297268,8287.975570214729,False,True
paper,paper-pareto-n100-d1,high_volume,test,ewma_mf_mpc,1.0,1730,100,1,720000,0.34239583333333334,ok,,7429.571184527287,19615.726137463535,False,True
paper,paper-pareto-n100-d1,high_volume,test,ewma_mf_mpc,3.0,1730,100,1,720000,0.3126736111111111,ok,,8285.761764813626,17562.60881414542,False,True
paper,paper-pareto-n100-d1,high_volume,test,ewma_mf_mpc,100.0,1730,100,1,720000,0.2735416666666667,ok,,10717.153267685291,17129.916658945087,True,True
paper,paper-pareto-n100-d1,high_volume,test,gp_mean_mf_mpc,0.01,1730,100,1,720000,0.9377430555555556,ok,,1179.3003818874383,5283.439834408012,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_mean_mf_mpc,0.03,1730,100,1,720000,0.5125,ok,,23330.34085486997,30288.07993642668,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_mean_mf_mpc,0.07498942093324558,1730,100,1,720000,0.3834722222222222,ok,,33699.36635912608,46925.480599863324,True,True
paper,paper-pareto-n100-d1,high_volume,test,gp_mean_mf_mpc,0.1,1730,100,1,720000,0.35732638888888885,ok,,37417.53556807924,47282.71962807825,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_mean_mf_mpc,0.3,1730,100,1,720000,0.2546527777777778,ok,,60178.36077821941,74348.2374465486,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_mean_mf_mpc,1.0,1730,100,1,720000,0.17875,ok,,97535.84291488535,113691.04036276006,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_mean_mf_mpc,3.0,1730,100,1,720000,0.13166666666666665,ok,,140479.0934575751,152803.10843571404,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_ucb_mf_mpc,0.01,1730,100,1,720000,0.99375,ok,,585.9942187046694,3425.5532949515327,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_ucb_mf_mpc,0.03,1730,100,1,720000,0.9786458333333333,ok,,594.6302704627278,3404.1869330695054,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_ucb_mf_mpc,0.1,1730,100,1,720000,0.9369444444444445,ok,,653.8764837145467,3684.6176172131404,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_ucb_mf_mpc,0.3,1730,100,1,720000,0.9019444444444444,ok,,781.7132717530251,3866.2689033844927,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_ucb_mf_mpc,1.0,1730,100,1,720000,0.8433680555555556,ok,,1237.7034906563608,5010.7947531684995,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_ucb_mf_mpc,3.0,1730,100,1,720000,0.8044791666666667,ok,,1620.421056268266,5679.120104784072,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_ucb_mf_mpc,100.0,1730,100,1,720000,0.7580208333333333,ok,,2364.481252102281,6591.548985071606,True,True
paper,paper-pareto-n100-d1,high_volume,test,oracle_mf_mpc,0.01,1730,100,1,720000,0.9555902777777777,ok,,602.8680820173017,3433.208416079494,False,True
paper,paper-pareto-n100-d1,high_volume,test,oracle_mf_mpc,0.03,1730,100,1,720000,0.41184027777777776,ok,,620.8978200017123,2845.480180779701,False,True
paper,paper-pareto-n100-d1,high_volume,test,oracle_mf_mpc,0.1,1730,100,1,720000,0.35541666666666666,ok,,670.2926784156274,4569.011985453116,False,True
paper,paper-pareto-n100-d1,high_volume,test,oracle_mf_mpc,0.3,1730,100,1,720000,0.33444444444444443,ok,,756.0259417054597,4941.059845283221,False,True
paper,paper-pareto-n100-d1,high_volume,test,oracle_mf_mpc,1.0,1730,100,1,720000,0.3030208333333333,ok,,1145.5853780522418,5526.717451349626,False,True
paper,paper-pareto-n100-d1,high_volume,test,oracle_mf_mpc,3.0,1730,100,1,720000,0.2921180555555556,ok,,1828.6054411780422,4665.533802500564,False,True
paper,paper-pareto-n100-d1,high_volume,test,oracle_mf_mpc,100.0,1730,100,1,720000,0.2814930555555556,ok,,2255.3714516819286,6427.080018220635,True,True
paper,paper-pareto-n100-d1,high_volume,test,seasonal_mf_mpc,0.01,1729,100,1,720000,0.99375,ok,,531.0380626352295,1906.021459802553,False,True
paper,paper-pareto-n100-d1,high_volume,test,seasonal_mf_mpc,0.03,1729,100,1,720000,0.4184722222222222,ok,,45302.55996877319,54257.472204941536,False,True
paper,paper-pareto-n100-d1,high_volume,test,seasonal_mf_mpc,0.1,1729,100,1,720000,0.34822916666666665,ok,,135152.8062643472,143225.06317782163,False,True
paper,paper-pareto-n100-d1,high_volume,test,seasonal_mf_mpc,0.3,1729,100,1,720000,0.3297569444444444,ok,,193487.8598555096,202646.21484391793,False,True
paper,paper-pareto-n100-d1,high_volume,test,seasonal_mf_mpc,1.0,1729,100,1,720000,0.3073611111111111,ok,,275922.2963797468,291100.4680386687,False,True
paper,paper-pareto-n100-d1,high_volume,test,seasonal_mf_mpc,3.0,1729,100,1,720000,0.30246527777777776,ok,,275854.2393118754,278876.31486758223,False,True
paper,paper-pareto-n100-d1,high_volume,test,seasonal_mf_mpc,100.0,1729,100,1,720000,0.2924305555555556,ok,,287551.0087600659,297677.2247443413,True,True
paper,paper-pareto-n100-d1,high_volume,test,ewma_mf_mpc,0.01,1729,100,1,720000,0.9638541666666667,ok,,616.1215904359179,2241.779549798009,False,True
paper,paper-pareto-n100-d1,high_volume,test,ewma_mf_mpc,0.03,1729,100,1,720000,0.5158333333333334,ok,,995.1251245212616,4018.4223587031083,False,True
paper,paper-pareto-n100-d1,high_volume,test,ewma_mf_mpc,0.1,1729,100,1,720000,0.43145833333333333,ok,,1372.985063841228,5709.571322473609,False,True
paper,paper-pareto-n100-d1,high_volume,test,ewma_mf_mpc,0.3,1729,100,1,720000,0.3875,ok,,2750.2972016756225,8629.972547562284,False,True
paper,paper-pareto-n100-d1,high_volume,test,ewma_mf_mpc,1.0,1729,100,1,720000,0.34239583333333334,ok,,7459.167035476444,16983.28217680957,False,True
paper,paper-pareto-n100-d1,high_volume,test,ewma_mf_mpc,3.0,1729,100,1,720000,0.3126736111111111,ok,,9351.211404530557,17005.424096975064,False,True
paper,paper-pareto-n100-d1,high_volume,test,ewma_mf_mpc,100.0,1729,100,1,720000,0.2735416666666667,ok,,11907.55120053849,21260.30343868595,True,True
paper,paper-pareto-n100-d1,high_volume,test,gp_mean_mf_mpc,0.01,1729,100,1,720000,0.9377430555555556,ok,,912.5367006451637,4976.520711635526,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_mean_mf_mpc,0.03,1729,100,1,720000,0.5125,ok,,20201.973621408964,31723.257639157648,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_mean_mf_mpc,0.07498942093324558,1729,100,1,720000,0.3834722222222222,ok,,30830.86608178673,39609.60089219526,True,True
paper,paper-pareto-n100-d1,high_volume,test,gp_mean_mf_mpc,0.1,1729,100,1,720000,0.35732638888888885,ok,,31941.609679631372,44382.50199860701,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_mean_mf_mpc,0.3,1729,100,1,720000,0.2546527777777778,ok,,55603.299335220334,69051.34119254551,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_mean_mf_mpc,1.0,1729,100,1,720000,0.17875,ok,,81411.26908257416,114892.91373909895,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_mean_mf_mpc,3.0,1729,100,1,720000,0.13166666666666665,ok,,133589.84707255763,145415.30937279988,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_ucb_mf_mpc,0.01,1729,100,1,720000,0.99375,ok,,531.0380626352295,1906.021459802553,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_ucb_mf_mpc,0.03,1729,100,1,720000,0.9786458333333333,ok,,533.7731437938736,1950.9185838636245,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_ucb_mf_mpc,0.1,1729,100,1,720000,0.9369444444444445,ok,,581.1346242846553,1839.095018951094,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_ucb_mf_mpc,0.3,1729,100,1,720000,0.9019444444444444,ok,,658.3029591924708,2205.8975958500246,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_ucb_mf_mpc,1.0,1729,100,1,720000,0.8433680555555556,ok,,1106.8762982283747,3053.094085282863,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_ucb_mf_mpc,3.0,1729,100,1,720000,0.8044791666666667,ok,,1353.4402462010612,3843.3185920309065,False,True
paper,paper-pareto-n100-d1,high_volume,test,gp_ucb_mf_mpc,100.0,1729,100,1,720000,0.7580208333333333,ok,,1789.927005544983,5515.518073573281,True,True
paper,paper-pareto-n100-d1,high_volume,test,oracle_mf_mpc,0.01,1729,100,1,720000,0.9555902777777777,ok,,543.1430025264274,1956.3230284550082,False,True
paper,paper-pareto-n100-d1,high_volume,test,oracle_mf_mpc,0.03,1729,100,1,720000,0.41184027777777776,ok,,580.0791376114647,2252.252765325771,False,True
paper,paper-pareto-n100-d1,high_volume,test,oracle_mf_mpc,0.1,1729,100,1,720000,0.35541666666666666,ok,,607.4641625386433,2878.572417034366,False,True
paper,paper-pareto-n100-d1,high_volume,test,oracle_mf_mpc,0.3,1729,100,1,720000,0.33444444444444443,ok,,655.0890958481222,2672.437155289283,False,True
paper,paper-pareto-n100-d1,high_volume,test,oracle_mf_mpc,1.0,1729,100,1,720000,0.3030208333333333,ok,,1062.2207728482235,3881.4680142479874,False,True
paper,paper-pareto-n100-d1,high_volume,test,oracle_mf_mpc,3.0,1729,100,1,720000,0.2921180555555556,ok,,2120.2602567329604,5334.441867878554,False,True
paper,paper-pareto-n100-d1,high_volume,test,oracle_mf_mpc,100.0,1729,100,1,720000,0.2814930555555556,ok,,1950.969143391586,5518.106704379452,True,True
paper,paper-pareto-n100-d1,high_volume,test,seasonal_mf_mpc,0.01,1737,100,1,720000,0.99375,ok,,639.6568847479932,2739.812401111484,False,True
paper,paper-pareto-n100-d1,high_volume,test,seasonal_mf_mpc,0.03,1737,100,1,720000,0.4184722222222222,ok,,55535.18940996547,63600.23524714594,False,True
paper,paper-pareto-n100-d1,high_volume,test,seasonal_mf_mpc,0.1,1737,100,1,720000,0.34822916666666665,ok,,146121.6939479478,158127.07269249155,False,True
paper,paper-pareto-n100-d1,high_volume,test,seasonal_mf_mpc,0.3,1737,100,1,720000,0.3297569444444444,ok,,207367.08908507723,215950.79721201953,False,True
paper,paper-pareto-n100-d1,high_volume,test,seasonal_mf_mpc,1.0,1737,100,1,720000,0.3073611111111111,ok,,322134.22324437596,335895.36513390223,False,True
paper,paper-pareto-n100-d1,high_volume,test,seasonal_mf_mpc,3.0,1737,100,1,720000,0.30246527777777776,ok,,306879.7815278077,313102.6603884673,False,True
paper,paper-pareto-n100-d1,high_volume,test,seasonal_mf_mpc,100.0,1737,100,1,720000,0.2924305555555556,ok,,313913.9284691742,328800.7793612233,True,True
