experiment,scenario,controller,n,delay_bins,service_model,metric,mean,median,ci95_low,ci95_high,seeds,total_seeds
many_server_sensitivity,bursty,gp_ucb_mf_mpc,100,1,empirical,slo_violation_fraction,0.44572765225487254,0.45121228956781345,0.41906482736047035,0.4684910609995346,10,10
many_server_sensitivity,bursty,gp_ucb_mf_mpc,100,1,empirical,overload_fraction,0.017361111111111112,0.017361111111111112,0.017361111111111112,0.017361111111111112,10,10
many_server_sensitivity,bursty,gp_ucb_mf_mpc,200,1,empirical,mean_wait,10466.559645978215,10504.251556311221,8455.547131120378,12491.517464451099,10,10
many_server_sensitivity,bursty,gp_ucb_mf_mpc,200,1,empirical,p95_wait,60276.37699139116,61870.916839325044,48845.47627228492,72167.12899069149,10,10
many_server_sensitivity,bursty,gp_ucb_mf_mpc,200,1,empirical,p99_wait,89387.84406436744,85574.66851896729,72103.66424627673,107593.73995670192,10,10
many_server_sensitivity,bursty,gp_ucb_mf_mpc,200,1,empirical,mean_response,10518.549282821838,10555.508255035467,8506.427610796221,12543.944331993931,10,10
many_server_sensitivity,bursty,gp_ucb_mf_mpc,200,1,empirical,p95_response,60406.26003637499,61966.29207696789,49033.69935236791,72258.15339525897,10,10
many_server_sensitivity,bursty,gp_ucb_mf_mpc,200,1,empirical,mean_resource_fraction,0.12295138888888887,0.12295138888888889,0.12295138888888887,0.12295138888888887,10,10
many_server_sensitivity,bursty,gp_ucb_mf_mpc,200,1,empirical,slo_violation_fraction,0.3662133104678781,0.36629511101335066,0.3427298763901881,0.38973306344669795,10,10
many_server_sensitivity,bursty,gp_ucb_mf_mpc,200,1,empirical,overload_fraction,0.017361111111111112,0.017361111111111112,0.017361111111111112,0.017361111111111112,10,10
many_server_sensitivity,bursty,oracle_mf_mpc,50,1,empirical,mean_wait,19113.585583419597,18716.96165994823,18201.958405513004,20200.554183294884,10,10
many_server_sensitivity,bursty,oracle_mf_mpc,50,1,empirical,p95_wait,56837.86060965515,58098.76667952514,53498.8838717677,59869.88194784853,10,10
many_server_sensitivity,bursty,oracle_mf_mpc,50,1,empirical,p99_wait,65915.7002726687,67428.83718505003,61603.62144452338,69718.01991792725,10,10
many_server_sensitivity,bursty,oracle_mf_mpc,50,1,empirical,mean_response,19154.749505298714,18758.13487861777,18242.593238318706,20242.309023030284,10,10
many_server_sensitivity,bursty,oracle_mf_mpc,50,1,empirical,p95_response,56878.00421198615,58137.528145424774,53534.42904508183,59913.50116017201,10,10
many_server_sensitivity,bursty,oracle_mf_mpc,50,1,empirical,mean_resource_fraction,0.08104166666666666,0.08104166666666666,0.08104166666666666,0.08104166666666666,10,10
many_server_sensitivity,bursty,oracle_mf_mpc,50,1,empirical,slo_violation_fraction,0.6241926976304681,0.6243789086189349,0.6221197050341319,0.6262093523191098,10,10
many_server_sensitivity,bursty,oracle_mf_mpc,50,1,empirical,overload_fraction,0.017361111111111112,0.017361111111111112,0.017361111111111112,0.017361111111111112,10,10
many_server_sensitivity,bursty,oracle_mf_mpc,100,1,empirical,mean_wait,19992.47524517782,19683.471198432162,18265.43675717601,21804.47731150777,10,10
many_server_sensitivity,bursty,oracle_mf_mpc,100,1,empirical,p95_wait,64975.3842486738,67350.78244879964,60025.361797962476,69664.54933730094,10,10
many_server_sensitivity,bursty,oracle_mf_mpc,100,1,empirical,p99_wait,74834.73409936513,77889.37817266588,68951.46169542582,80744.19844065291,10,10
many_server_sensitivity,bursty,oracle_mf_mpc,100,1,empirical,mean_response,20039.680119062803,19730.557402118764,18312.27327227889,21852.904872664963,10,10
many_server_sensitivity,bursty,oracle_mf_mpc,100,1,empirical,p95_response,65000.04600700324,67378.8068154729,60052.305473341825,69686.67869543264,10,10
many_server_sensitivity,bursty,oracle_mf_mpc,100,1,empirical,mean_resource_fraction,0.07135416666666665,0.07135416666666666,0.07135416666666665,0.07135416666666665,10,10
many_server_sensitivity,bursty,oracle_mf_mpc,100,1,empirical,slo_violation_fraction,0.5593370214326782,0.5597097705330517,0.5566688522452882,0.561409119750529,10,10
many_server_sensitivity,bursty,oracle_mf_mpc,100,1,empirical,overload_fraction,0.017361111111111112,0.017361111111111112,0.017361111111111112,0.017361111111111112,10,10
many_server_sensitivity,bursty,oracle_mf_mpc,200,1,empirical,mean_wait,16810.998164049182,17340.38364288643,14801.42641600993,18752.617135859862,10,10
many_server_sensitivity,bursty,oracle_mf_mpc,200,1,empirical,p95_wait,71593.16944828119,71486.81339040733,63543.18870831008,79565.77165410705,10,10
many_server_sensitivity,bursty,oracle_mf_mpc,200,1,empirical,p99_wait,100911.98414614864,98433.80713919069,83608.45100097317,120602.37821005561,10,10
many_server_sensitivity,bursty,oracle_mf_mpc,200,1,empirical,mean_response,16862.9878008928,17392.54967327614,14854.909528425183,18804.70655997726,10,10
many_server_sensitivity,bursty,oracle_mf_mpc,200,1,empirical,p95_response,71648.09640891099,71511.31248662618,63592.925839171185,79617.12520681991,10,10
many_server_sensitivity,bursty,oracle_mf_mpc,200,1,empirical,mean_resource_fraction,0.07135416666666665,0.07135416666666666,0.07135416666666665,0.07135416666666665,10,10
many_server_sensitivity,bursty,oracle_mf_mpc,200,1,empirical,slo_violation_fraction,0.4721955035783979,0.4780344296436505,0.4618169960952522,0.48271204231989956,10,10
many_server_sensitivity,bursty,oracle_mf_mpc,200,1,empirical,overload_fraction,0.017361111111111112,0.017361111111111112,0.017361111111111112,0.017361111111111112,10,10
many_server_sensitivity,bursty,reactive,50,1,empirical,mean_wait,164006.85403704288,162479.02729841263,158643.45901807546,170113.00931438428,10,10
many_server_sensitivity,bursty,reactive,50,1,empirical,p95_wait,429782.3512560659,429901.7758914124,409797.4044020131,447643.3561368006,10,10
many_server_sensitivity,bursty,reactive,50,1,empirical,p99_wait,440100.3994479931,442373.1820712882,419000.8164507232,458830.1158242723,10,10
many_server_sensitivity,bursty,reactive,50,1,empirical,mean_response,164048.017958922,162519.78174038877,158683.9918548928,170154.95432137194,10,10
many_server_sensitivity,bursty,reactive,50,1,empirical,p95_response,429790.9718258303,429911.4522041491,409806.7696912467,447650.5678570398,10,10
many_server_sensitivity,bursty,reactive,50,1,empirical,mean_resource_fraction,0.07180555555555555,0.07180555555555555,0.07180555555555555,0.07180555555555555,10,10
many_server_sensitivity,bursty,reactive,50,1,empirical,slo_violation_fraction,0.629118033639134,0.629146082794289,0.627450522747467,0.6307556049571014,10,10
many_server_sensitivity,bursty,reactive,50,1,empirical,overload_fraction,0.017361111111111112,0.017361111111111112,0.017361111111111112,0.017361111111111112,10,10
many_server_sensitivity,bursty,reactive,100,1,empirical,mean_wait,195830.7081556289,196189.46083442392,190683.14402992776,200977.34353152497,10,10
many_server_sensitivity,bursty,reactive,100,1,empirical,p95_wait,540775.4205741538,541349.5296006906,522052.2107499375,559461.8424821608,10,10
many_server_sensitivity,bursty,reactive,100,1,empirical,p99_wait,558254.5437718679,557550.9763161945,539569.0893971978,576865.2265321884,10,10
many_server_sensitivity,bursty,reactive,100,1,empirical,mean_response,195877.91302951387,196236.9709932716,190729.21225328976,201025.7615906148,10,10
many_server_sensitivity,bursty,reactive,100,1,empirical,p95_response,540782.8489706637,541357.3947775714,522060.2213568558,559469.1185138192,10,10
many_server_sensitivity,bursty,reactive,100,1,empirical,mean_resource_fraction,0.061805555555555544,0.06180555555555555,0.061805555555555544,0.061805555555555544,10,10
many_server_sensitivity,bursty,reactive,100,1,empirical,slo_violation_fraction,0.5651093297578069,0.5653495409505072,0.5637056983020129,0.5664967005072952,10,10
many_server_sensitivity,bursty,reactive,100,1,empirical,overload_fraction,0.017361111111111112,0.017361111111111112,0.017361111111111112,0.017361111111111112,10,10
many_server_sensitivity,bursty,reactive,200,1,empirical,mean_wait,199845.5743233568,195900.5297802877,191273.07124844706,209699.14522525773,10,10
many_server_sensitivity,bursty,reactive,200,1,empirical,p95_wait,547801.8482133109,558772.0002799055,522963.15383002063,573367.9000369258,10,10
many_server_sensitivity,bursty,reactive,200,1,empirical,p99_wait,604997.0080469626,584990.0277664529,567704.4575467582,649494.2288148883,10,10
many_server_sensitivity,bursty,reactive,200,1,empirical,mean_response,199897.5639602004,195952.93203687493,191323.72691003268,209753.2033597065,10,10
many_server_sensitivity,bursty,reactive,200,1,empirical,p95_response,547814.0844379301,558779.9833367935,522978.1077776148,573380.1703155293,10,10
many_server_sensitivity,bursty,reactive,200,1,empirical,mean_resource_fraction,0.061805555555555544,0.06180555555555555,0.061805555555555544,0.061805555555555544,10,10
many_server_sensitivity,bursty,reactive,200,1,empirical,slo_violation_fraction,0.5213273257885531,0.5210531663102462,0.5203270357921378,0.5223393281268999,10,10
many_server_sensitivity,bursty,reactive,200,1,empirical,overload_fraction,0.017361111111111112,0.017361111111111112,0.017361111111111112,0.017361111111111112,10,10
model_mismatch,bursty,ewma_mf_mpc,100,1,empirical,mean_wait,125382.10743437237,125348.8771965848,121406.00564262902,129402.97851742867,10,10
model_mismatch,bursty,ewma_mf_mpc,100,1,empirical,p95_wait,411305.0163419264,416504.9235814125,393159.8161447397,426585.34631870355,10,10
model_mismatch,bursty,ewma_mf_mpc,100,1,empirical,p99_wait,428971.5182841692,434516.70746683504,410111.0638255358,444723.4552873429,10,10
model_mismatch,bursty,ewma_mf_mpc,100,1,empirical,mean_response,125429.31230825733,125396.38735543245,121452.09324780393,129451.12970907277,10,10
model_mismatch,bursty,ewma_mf_mpc,100,1,empirical,p95_response,411312.62983181863,416508.4739502458,393168.90927055175,426593.29134335596,10,10
model_mismatch,bursty,ewma_mf_mpc,100,1,empirical,mean_resource_fraction,0.10298611111111111,0.10298611111111111,0.10298611111111111,0.10298611111111111,10,10
model_mismatch,bursty,ewma_mf_mpc,100,1,empirical,slo_violation_fraction,0.5506482828876134,0.5502582513518768,0.5489236821308371,0.5524101627923474,10,10
model_mismatch,bursty,ewma_mf_mpc,100,1,empirical,overload_fraction,0.017361111111111112,0.017361111111111112,0.017361111111111112,0.017361111111111112,10,10
model_mismatch,bursty,ewma_mf_mpc,100,1,exponential_matched,mean_wait,138458.38223163728,137592.93681293377,137147.39326612052,140015.6038588131,10,10
model_mismatch,bursty,ewma_mf_mpc,100,1,exponential_matched,p95_wait,390353.6599565958,387071.38677521993,386958.87005410664,394280.14362699847,10,10
model_mismatch,bursty,ewma_mf_mpc,100,1,exponential_matched,p99_wait,400656.6443407122,397572.1053890899,395700.5453803956,406509.04798172845,10,10
model_mismatch,bursty,ewma_mf_mpc,100,1,exponential_matched,mean_response,138509.45862934442,137643.94034599006,137198.1564863611,140066.94224848802,10,10
model_mismatch,bursty,ewma_mf_mpc,100,1,exponential_matched,p95_response,390365.3770210492,387077.3829661975,386967.0715557669,394295.91596484266,10,10
model_mismatch,bursty,ewma_mf_mpc,100,1,exponential_matched,mean_resource_fraction,0.10298611111111111,0.10298611111111111,0.10298611111111111,0.10298611111111111,10,10
model_mismatch,bursty,ewma_mf_mpc,100,1,exponential_matched,slo_violation_fraction,0.5583545662889529,0.558580100372611,0.5571033102877355,0.559628084128955,10,10
model_mismatch,bursty,ewma_mf_mpc,100,1,exponential_matched,overload_fraction,0.017361111111111112,0.017361111111111112,0.017361111111111112,0.017361111111111112,10,10
model_mismatch,bursty,gp_mean_mf_mpc,100,1,empirical,mean_wait,11946.273011096257,11554.875689261615,10704.954001252036,13372.246377780559,10,10
model_mismatch,bursty,gp_mean_mf_mpc,100,1,empirical,p95_wait,50882.05341795914,50053.26519370092,47182.57631154952,55059.417723916325,10,10
model_mismatch,bursty,gp_mean_mf_mpc,100,1,empirical,p99_wait,63266.75771059792,61972.386115144895,59093.34107156078,67506.74362624055,10,10
model_mismatch,bursty,gp_mean_mf_mpc,100,1,empirical,mean_response,11993.477884981236,11602.056226229615,10752.126582939421,13419.231285798132,10,10
model_mismatch,bursty,gp_mean_mf_mpc,100,1,empirical,p95_response,50934.645460274725,50111.25217553425,47242.16034234025,55096.18026561143,10,10
model_mismatch,bursty,gp_mean_mf_mpc,100,1,empirical,mean_resource_fraction,0.1171875,0.1171875,0.1171875,0.1171875,10,10
model_mismatch,bursty,gp_mean_mf_mpc,100,1,empirical,slo_violation_fraction,0.464021265774874,0.46707833611176086,0.4466869750499392,0.4804943861293845,10,10
model_mismatch,bursty,gp_mean_mf_mpc,100,1,empirical,overload_fraction,0.017361111111111112,0.017361111111111112,0.017361111111111112,0.017361111111111112,10,10
model_mismatch,bursty,gp_mean_mf_mpc,100,1,exponential_matched,mean_wait,14483.477336822185,14630.963750309951,14199.428552420408,14688.561134019244,10,10
model_mismatch,bursty,gp_mean_mf_mpc,100,1,exponential_matched,p95_wait,47423.83199487379,47617.26771718333,46540.79395497935,48120.98127939207,10,10
model_mismatch,bursty,gp_mean_mf_mpc,100,1,exponential_matched,p99_wait,53979.83686300014,54393.76134097649,52559.150847132136,55209.421379723826,10,10
model_mismatch,bursty,gp_mean_mf_mpc,100,1,exponential_matched,mean_response,14534.553734529307,14682.398419116575,14250.381133669965,14739.727616709337,10,10
model_mismatch,bursty,gp_mean_mf_mpc,100,1,exponential_matched,p95_response,47446.328767551706,47640.12321473358,46567.110498399226,48141.48198277684,10,10
model_mismatch,bursty,gp_mean_mf_mpc,100,1,exponential_matched,mean_resource_fraction,0.1171875,0.1171875,0.1171875,0.1171875,10,10
model_mismatch,bursty,gp_mean_mf_mpc,100,1,exponential_matched,slo_violation_fraction,0.49742422792968527,0.4974934880135291,0.49615348846888,0.4987083348766952,10,10
model_mismatch,bursty,gp_mean_mf_mpc,100,1,exponential_matched,overload_fraction,0.017361111111111112,0.017361111111111112,0.017361111111111112,0.017361111111111112,10,10
model_mismatch,bursty,gp_ucb_mf_mpc,100,1,empirical,mean_wait,11534.66430843165,10578.136968980538,9739.136522513427,13421.229780445197,10,10
model_mismatch,bursty,gp_ucb_mf_mpc,100,1,empirical,p95_wait,51358.99577082803,49573.78306224958,47357.10921114409,56045.772115202635,10,10
model_mismatch,bursty,gp_ucb_mf_mpc,100,1,empirical,p99_wait,67069.10244409053,67570.28147382103,63503.93272877418,70821.76256422972,10,10
model_mismatch,bursty,gp_ucb_mf_mpc,100,1,empirical,mean_response,11581.869182316626,10623.888816722743,9786.862790444568,13469.543240943054,10,10
model_mismatch,bursty,gp_ucb_mf_mpc,100,1,empirical,p95_response,51412.18019475242,49629.874777787634,47412.55553693009,56102.15033115152,10,10
model_mismatch,bursty,gp_ucb_mf_mpc,100,1,empirical,mean_resource_fraction,0.12371527777777777,0.12371527777777779,0.12371527777777777,0.12371527777777777,10,10
model_mismatch,bursty,gp_ucb_mf_mpc,100,1,empirical,slo_violation_fraction,0.44572765225487254,0.45121228956781345,0.4191738914148823,0.46899717603734137,10,10
model_mismatch,bursty,gp_ucb_mf_mpc,100,1,empirical,overload_fraction,0.017361111111111112,0.017361111111111112,0.017361111111111112,0.017361111111111112,10,10
model_mismatch,bursty,gp_ucb_mf_mpc,100,1,exponential_matched,mean_wait,15829.886248411989,16055.807533416833,15491.7972536122,16128.697928603951,10,10
model_mismatch,bursty,gp_ucb_mf_mpc,100,1,exponential_matched,p95_wait,52297.71321757841,52409.653690230014,51041.97347977921,53523.61322609062,10,10
model_mismatch,bursty,gp_ucb_mf_mpc,100,1,exponential_matched,p99_wait,59056.994544707086,59797.47076825578,57562.3969567073,60316.88163647355,10,10
model_mismatch,bursty,gp_ucb_mf_mpc,100,1,exponential_matched,mean_response,15880.962646119111,16106.975970983507,15542.8530138798,16179.810632931918,10,10
model_mismatch,bursty,gp_ucb_mf_mpc,100,1,exponential_matched,p95_response,52317.95829970128,52428.103941540496,51061.68486469391,53545.77457395442,10,10
model_mismatch,bursty,gp_ucb_mf_mpc,100,1,exponential_matched,mean_resource_fraction,0.12371527777777777,0.12371527777777779,0.12371527777777777,0.12371527777777777,10,10
model_mismatch,bursty,gp_ucb_mf_mpc,100,1,exponential_matched,slo_violation_fraction,0.4904034550737908,0.4897027422687813,0.4891980978489605,0.49169518876383617,10,10
model_mismatch,bursty,gp_ucb_mf_mpc,100,1,exponential_matched,overload_fraction,0.017361111111111112,0.017361111111111112,0.017361111111111112,0.017361111111111112,10,10
model_mismatch,bursty,oracle_mf_mpc,100,1,empirical,mean_wait,19992.475245177826,19683.471198432162,18237.561259100556,21882.443614015792,10,10
model_mismatch,bursty,oracle_mf_mpc,100,1,empirical,p95_wait,64975.3842486738,67350.78244879964,59819.23324018007,69625.69655906744,10,10
model_mismatch,bursty,oracle_mf_mpc,100,1,empirical,p99_wait,74834.73409936515,77889.37817266588,68695.52160676025,80743.88124152033,10,10
model_mismatch,bursty,oracle_mf_mpc,100,1,empirical,mean_response,20039.680119062803,19730.557402118764,18285.221523398715,21929.235035678055,10,10
model_mismatch,bursty,oracle_mf_mpc,100,1,empirical,p95_response,65000.04600700323,67378.8068154729,59849.15375157362,69646.81843646808,10,10
model_mismatch,bursty,oracle_mf_mpc,100,1,empirical,mean_resource_fraction,0.07135416666666665,0.07135416666666666,0.07135416666666665,0.07135416666666665,10,10
model_mismatch,bursty,oracle_mf_mpc,100,1,empirical,slo_violation_fraction,0.5593370214326782,0.5597097705330517,0.5566013241528264,0.5614563660788584,10,10
model_mismatch,bursty,oracle_mf_mpc,100,1,empirical,overload_fraction,0.017361111111111112,0.017361111111111112,0.017361111111111112,0.017361111111111112,10,10
model_mismatch,bursty,oracle_mf_mpc,100,1,exponential_matched,mean_wait,21630.417087794933,21664.665829408958,21114.81562450339,22091.39587793296,10,10
model_mismatch,bursty,oracle_mf_mpc,100,1,exponential_matched,p95_wait,58778.10659362467,58967.913624417095,57388.50653164632,59986.21612077741,10,10
model_mismatch,bursty,oracle_mf_mpc,100,1,exponential_matched,p99_wait,64403.20252035458,64638.83107474563,62601.37725485919,66036.65344336632,10,10
model_mismatch,bursty,oracle_mf_mpc,100,1,exponential_matched,mean_response,21681.493485502055,21715.802926753066,21165.771278519253,22142.564066154933,10,10
model_mismatch,bursty,oracle_mf_mpc,100,1,exponential_matched,p95_response,58802.54044279773,58991.901580657155,57413.24606667559,60008.67932854382,10,10
model_mismatch,bursty,oracle_mf_mpc,100,1,exponential_matched,mean_resource_fraction,0.07135416666666665,0.07135416666666666,0.07135416666666665,0.07135416666666665,10,10
model_mismatch,bursty,oracle_mf_mpc,100,1,exponential_matched,slo_violation_fraction,0.5631000276178859,0.5630941807048655,0.5618215607237234,0.5643547640635656,10,10
model_mismatch,bursty,oracle_mf_mpc,100,1,exponential_matched,overload_fraction,0.017361111111111112,0.017361111111111112,0.017361111111111112,0.017361111111111112,10,10
model_mismatch,bursty,reactive,100,1,empirical,mean_wait,195830.7081556289,196189.46083442392,190568.41383296912,201118.87847827104,10,10
model_mismatch,bursty,reactive,100,1,empirical,p95_wait,540775.4205741538,541349.5296006906,522137.9380115382,559095.9869729151,10,10
model_mismatch,bursty,reactive,100,1,empirical,p99_wait,558254.5437718679,557550.9763161945,539606.2959653615,576549.7117488481,10,10
model_mismatch,bursty,reactive,100,1,empirical,mean_response,195877.91302951387,196236.9709932716,190614.34860202414,201167.36732968173,10,10
model_mismatch,bursty,reactive,100,1,empirical,p95_response,540782.8489706637,541357.3947775714,522145.35981579276,559103.7936367438,10,10
model_mismatch,bursty,reactive,100,1,empirical,mean_resource_fraction,0.061805555555555544,0.06180555555555555,0.061805555555555544,0.061805555555555544,10,10
model_mismatch,bursty,reactive,100,1,empirical,slo_violation_fraction,0.5651093297578069,0.5653495409505072,0.5636893337855019,0.5664900684833187,10,10
model_mismatch,bursty,reactive,100,1,empirical,overload_fraction,0.017361111111111112,0.017361111111111112,0.017361111111111112,0.017361111111111112,10,10
model_mismatch,bursty,reactive,100,1,exponential_matched,mean_wait,213118.86963368594,212875.87059371758,211137.999281839,215194.99399730112,10,10
model_mismatch,bursty,reactive,100,1,exponential_matched,p95_wait,510626.1494614564,509517.81163678085,504863.9238992609,516539.03563217504,10,10
model_mismatch,bursty,reactive,100,1,exponential_matched,p99_wait,521332.69918090414,517991.1180967364,514303.84827695607,529167.0250964323,10,10
model_mismatch,bursty,reactive,100,1,exponential_matched,mean_response,213169.94603139308,212926.8741267739,211188.79946382326,215246.2885545648,10,10
model_mismatch,bursty,reactive,100,1,exponential_matched,p95_response,510633.39815123274,509525.14197931974,504870.51806105184,516546.0832099657,10,10
model_mismatch,bursty,reactive,100,1,exponential_matched,mean_resource_fraction,0.061805555555555544,0.06180555555555555,0.061805555555555544,0.061805555555555544,10,10
model_mismatch,bursty,reactive,100,1,exponential_matched,slo_violation_fraction,0.5667551657293335,0.5669517807541913,0.5655157891444149,0.5680220093199558,10,10
model_mismatch,bursty,reactive,100,1,exponential_matched,overload_fraction,0.017361111111111112,0.017361111111111112,0.017361111111111112,0.017361111111111112,10,10
model_mismatch,bursty,seasonal_mf_mpc,100,1,empirical,mean_wait,282405.8077043096,281981.1696685954,274796.4518474822,290169.3684493611,10,10
model_mismatch,bursty,seasonal_mf_mpc,100,1,empirical,p95_wait,720503.8819822181,725027.8785473573,698691.1859720058,739535.1151415424,10,10
model_mismatch,bursty,seasonal_mf_mpc,100,1,empirical,p99_wait,739261.5230408596,746243.3455884013,715780.2465113305,759819.1151051159,10,10
model_mismatch,bursty,seasonal_mf_mpc,100,1,empirical,mean_response,282453.0125781946,282028.12994913466,274842.6221766508,290217.72422342974,10,10
model_mismatch,bursty,seasonal_mf_mpc,100,1,empirical,p95_response,720511.1869850876,725031.8349848506,698700.0540916341,739542.36968196,10,10
model_mismatch,bursty,seasonal_mf_mpc,100,1,empirical,mean_resource_fraction,0.07743055555555556,0.07743055555555556,0.07743055555555556,0.07743055555555556,10,10
model_mismatch,bursty,seasonal_mf_mpc,100,1,empirical,slo_violation_fraction,0.5323559172889532,0.5320547567095301,0.5309348392914279,0.5337400497018487,10,10
model_mismatch,bursty,seasonal_mf_mpc,100,1,empirical,overload_fraction,0.017361111111111112,0.017361111111111112,0.017361111111111112,0.017361111111111112,10,10
model_mismatch,bursty,seasonal_mf_mpc,100,1,exponential_matched,mean_wait,306763.75201519753,305663.20521453256,304758.63349707035,309116.3566725819,10,10
model_mismatch,bursty,seasonal_mf_mpc,100,1,exponential_matched,p95_wait,705236.0451586007,704419.9735591101,701145.085362467,709085.3153706671,10,10
model_mismatch,bursty,seasonal_mf_mpc,100,1,exponential_matched,p99_wait,716043.7605864794,712896.3659026045,709990.2400196998,722635.3424036383,10,10
model_mismatch,bursty,seasonal_mf_mpc,100,1,exponential_matched,mean_response,306814.82841290475,305714.20874758885,304809.3656751437,309167.6005921875,10,10
model_mismatch,bursty,seasonal_mf_mpc,100,1,exponential_matched,p95_response,705243.4168697442,704425.262341483,701152.0490309257,709096.6114617888,10,10
model_mismatch,bursty,seasonal_mf_mpc,100,1,exponential_matched,mean_resource_fraction,0.07743055555555556,0.07743055555555556,0.07743055555555556,0.07743055555555556,10,10
model_mismatch,bursty,seasonal_mf_mpc,100,1,exponential_matched,slo_violation_fraction,0.5330998359331482,0.5333181638301863,0.5318619126497042,0.5342954652022617,10,10
model_mismatch,bursty,seasonal_mf_mpc,100,1,exponential_matched,overload_fraction,0.017361111111111112,0.017361111111111112,0.017361111111111112,0.017361111111111112,10,10
model_mismatch,bursty,static,100,1,empirical,mean_wait,305935.30943069496,305488.0724434136,297908.8982178441,314173.99061603233,10,10
model_mismatch,bursty,static,100,1,empirical,p95_wait,723219.891657402,728606.2571293493,700667.5071544576,742934.0821546663,10,10
model_mismatch,bursty,static,100,1,empirical,p99_wait,739261.5230408596,746243.3455884013,715780.2465113305,759819.1151051159,10,10
model_mismatch,bursty,static,100,1,empirical,mean_response,305982.5143045799,305535.0327239529,297955.0561694804,314222.26650934346,10,10
model_mismatch,bursty,static,100,1,empirical,p95_response,723225.7341783212,728611.3504457048,700672.648689128,742939.5590830224,10,10
model_mismatch,bursty,static,100,1,empirical,mean_resource_fraction,0.05,0.05,0.05,0.05,10,10
model_mismatch,bursty,static,100,1,empirical,slo_violation_fraction,0.5694934391276989,0.5694787541449277,0.5680299428882007,0.57092991278088,10,10
model_mismatch,bursty,static,100,1,empirical,overload_fraction,0.017361111111111112,0.017361111111111112,0.017361111111111112,0.017361111111111112,10,10
model_mismatch,bursty,static,100,1,exponential_matched,mean_wait,332334.9804030519,331620.8534701824,330177.0348679717,334795.8662486682,10,10
model_mismatch,bursty,static,100,1,exponential_matched,p95_wait,705823.4057230598,704419.9735591101,701349.2953769097,710319.5328815489,10,10
model_mismatch,bursty,static,100,1,exponential_matched,p99_wait,716043.7605864794,712896.3659026045,709990.2400196998,722635.3424036383,10,10
model_mismatch,bursty,static,100,1,exponential_matched,mean_response,332386.05680075905,331672.02163432376,330227.90305370983,334847.2212890186,10,10
model_mismatch,bursty,static,100,1,exponential_matched,p95_response,705829.4829449159,704425.262341483,701354.0460462723,710323.0272881004,10,10
model_mismatch,bursty,static,100,1,exponential_matched,mean_resource_fraction,0.05,0.05,0.05,0.05,10,10
model_mismatch,bursty,static,100,1,exponential_matched,slo_violation_fraction,0.5702459119988823,0.5703970443733477,0.5689902406631853,0.5715255851404026,10,10
model_mismatch,bursty,static,100,1,exponential_matched,overload_fraction,0.017361111111111112,0.017361111111111112,0.017361111111111112,0.017361111111111112,10,10
primary,bursty,ewma_mf_mpc,100,1,empirical,mean_wait,125382.10743437237,125348.87719658481,121484.57618121985,129348.85965844401,10,10
primary,bursty,ewma_mf_mpc,100,1,empirical,p95_wait,411305.0163419264,416504.9235814125,393911.60165398364,426219.1702047966,10,10
primary,bursty,ewma_mf_mpc,100,1,empirical,p99_wait,428971.5182841692,434516.707466835,410978.57703315886,444258.17488360486,10,10
primary,bursty,ewma_mf_mpc,100,1,empirical,mean_response,125429.31230825733,125396.38735543244,121530.60830951357,129397.09614689052,10,10
primary,bursty,ewma_mf_mpc,100,1,empirical,p95_response,411312.62983181863,416508.4739502458,393919.79489121714,426227.08717925573,10,10
primary,bursty,ewma_mf_mpc,100,1,empirical,mean_resource_fraction,0.10298611111111108,0.1029861111111111,0.10298611111111108,0.10298611111111108,10,10
primary,bursty,ewma_mf_mpc,100,1,empirical,slo_violation_fraction,0.5506482828876132,0.5502582513518768,0.5489742071990485,0.5524125310469519,10,10
primary,bursty,ewma_mf_mpc,100,1,empirical,overload_fraction,0.0173611111111111,0.0173611111111111,0.0173611111111111,0.0173611111111111,10,10
primary,bursty,gp_mean_mf_mpc,100,1,empirical,mean_wait,11946.273011096255,11554.875689261615,10676.751442413537,13364.07824214884,10,10
primary,bursty,gp_mean_mf_mpc,100,1,empirical,p95_wait,50882.05341795914,50053.26519370092,47185.32559113068,55069.898738419135,10,10
primary,bursty,gp_mean_mf_mpc,100,1,empirical,p99_wait,63266.75771059792,61972.386115144895,59187.09471513655,67519.5167699062,10,10
primary,bursty,gp_mean_mf_mpc,100,1,empirical,mean_response,11993.477884981237,11602.056226229615,10723.781799134138,13412.234437016796,10,10
primary,bursty,gp_mean_mf_mpc,100,1,empirical,p95_response,50934.645460274725,50111.25217553425,47255.735450956505,55103.95098436763,10,10
primary,bursty,gp_mean_mf_mpc,100,1,empirical,mean_resource_fraction,0.1171875,0.1171875,0.1171875,0.1171875,10,10
primary,bursty,gp_mean_mf_mpc,100,1,empirical,slo_violation_fraction,0.464021265774874,0.46707833611176086,0.4465525023854855,0.48072731904810156,10,10
primary,bursty,gp_mean_mf_mpc,100,1,empirical,overload_fraction,0.0173611111111111,0.0173611111111111,0.0173611111111111,0.0173611111111111,10,10
primary,bursty,gp_ucb_mf_mpc,100,1,empirical,mean_wait,11534.66430843165,10578.136968980538,9775.501979057804,13389.11982583886,10,10
primary,bursty,gp_ucb_mf_mpc,100,1,empirical,p95_wait,51358.99577082803,49573.78306224958,47524.960794207225,55867.41391493203,10,10
