scenario,controller,alpha,validation_resource_fraction,reference_budget,selection_source
bursty,gp_ucb_mf_mpc,0.01778279410038923,0.8797267080745341,0.09273291925465837,validation_alpha_search
bursty,gp_ucb_mf_mpc,0.03,0.663527950310559,0.09273291925465837,validation_alpha_search
bursty,gp_ucb_mf_mpc,0.07498942093324558,0.5330559006211181,0.09273291925465837,validation_alpha_search
bursty,gp_ucb_mf_mpc,0.1,0.5061863354037267,0.09273291925465837,validation_alpha_search
bursty,gp_ucb_mf_mpc,0.3,0.40385093167701863,0.09273291925465837,validation_alpha_search
bursty,gp_ucb_mf_mpc,0.31622776601683794,0.4011055900621118,0.09273291925465837,validation_alpha_search
bursty,gp_ucb_mf_mpc,1.0,0.3219006211180124,0.09273291925465837,validation_alpha_search
bursty,gp_ucb_mf_mpc,1.333521432163324,0.3042608695652174,0.09273291925465837,validation_alpha_search
bursty,gp_ucb_mf_mpc,3.0,0.2741366459627329,0.09273291925465837,validation_alpha_search
bursty,gp_ucb_mf_mpc,5.623413251903491,0.25388819875776397,0.09273291925465837,validation_alpha_search
bursty,gp_ucb_mf_mpc,23.71373705661655,0.2283478260869565,0.09273291925465837,validation_alpha_search
bursty,gp_ucb_mf_mpc,100.0,0.21833540372670807,0.09273291925465837,validation_alpha_search
bursty,oracle_mf_mpc,0.001,0.9634782608695651,0.09273291925465837,validation_alpha_search
bursty,oracle_mf_mpc,0.004216965034285823,0.9621863354037267,0.09273291925465837,validation_alpha_search
bursty,oracle_mf_mpc,0.01,0.9621863354037267,0.09273291925465837,validation_alpha_search
bursty,oracle_mf_mpc,0.01778279410038923,0.39554037267080744,0.09273291925465837,validation_alpha_search
bursty,oracle_mf_mpc,0.03,0.22109316770186335,0.09273291925465837,validation_alpha_search
bursty,oracle_mf_mpc,0.07498942093324558,0.16568944099378882,0.09273291925465837,validation_alpha_search
bursty,oracle_mf_mpc,0.1,0.14737888198757765,0.09273291925465837,validation_alpha_search
bursty,oracle_mf_mpc,0.3,0.12859627329192547,0.09273291925465837,validation_alpha_search
bursty,oracle_mf_mpc,0.31622776601683794,0.12859627329192547,0.09273291925465837,validation_alpha_search
bursty,oracle_mf_mpc,1.0,0.1098136645962733,0.09273291925465837,validation_alpha_search
bursty,oracle_mf_mpc,1.333521432163324,0.1098136645962733,0.09273291925465837,validation_alpha_search
bursty,oracle_mf_mpc,3.0,0.1098136645962733,0.09273291925465837,validation_alpha_search
bursty,oracle_mf_mpc,5.623413251903491,0.1098136645962733,0.09273291925465837,validation_alpha_search
bursty,oracle_mf_mpc,23.71373705661655,0.1098136645962733,0.09273291925465837,validation_alpha_search
bursty,oracle_mf_mpc,100.0,0.1098136645962733,0.09273291925465837,validation_alpha_search
diurnal,seasonal_mf_mpc,0.001,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,seasonal_mf_mpc,0.004216965034285823,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,seasonal_mf_mpc,0.01,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,seasonal_mf_mpc,0.01778279410038923,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,seasonal_mf_mpc,0.03,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,seasonal_mf_mpc,0.07498942093324558,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,seasonal_mf_mpc,0.1,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,seasonal_mf_mpc,0.3,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,seasonal_mf_mpc,0.31622776601683794,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,seasonal_mf_mpc,1.0,0.9313788819875777,0.9306832298136647,validation_alpha_search
diurnal,seasonal_mf_mpc,1.333521432163324,0.9214037267080745,0.9306832298136647,validation_alpha_search
diurnal,seasonal_mf_mpc,3.0,0.8217763975155279,0.9306832298136647,validation_alpha_search
diurnal,seasonal_mf_mpc,5.623413251903491,0.7819254658385093,0.9306832298136647,validation_alpha_search
diurnal,seasonal_mf_mpc,23.71373705661655,0.7221490683229814,0.9306832298136647,validation_alpha_search
diurnal,seasonal_mf_mpc,100.0,0.7221490683229814,0.9306832298136647,validation_alpha_search
diurnal,seasonal_mf_mpc,1.1547819846894583,0.9313416149068323,0.9306832298136647,validation_alpha_refinement
diurnal,ewma_mf_mpc,0.001,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,ewma_mf_mpc,0.004216965034285823,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,ewma_mf_mpc,0.01,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,ewma_mf_mpc,0.01778279410038923,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,ewma_mf_mpc,0.03,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,ewma_mf_mpc,0.07498942093324558,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,ewma_mf_mpc,0.1,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,ewma_mf_mpc,0.3,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,ewma_mf_mpc,0.31622776601683794,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,ewma_mf_mpc,1.0,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,ewma_mf_mpc,1.333521432163324,0.9778509316770186,0.9306832298136647,validation_alpha_search
diurnal,ewma_mf_mpc,3.0,0.8550931677018633,0.9306832298136647,validation_alpha_search
diurnal,ewma_mf_mpc,5.623413251903491,0.7820248447204969,0.9306832298136647,validation_alpha_search
diurnal,ewma_mf_mpc,23.71373705661655,0.6956894409937888,0.9306832298136647,validation_alpha_search
diurnal,ewma_mf_mpc,100.0,0.6624720496894411,0.9306832298136647,validation_alpha_search
diurnal,ewma_mf_mpc,2.000141069147367,0.9148447204968945,0.9306832298136647,validation_alpha_refinement
diurnal,gp_mean_mf_mpc,0.001,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,gp_mean_mf_mpc,0.004216965034285823,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,gp_mean_mf_mpc,0.01,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,gp_mean_mf_mpc,0.01778279410038923,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,gp_mean_mf_mpc,0.03,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,gp_mean_mf_mpc,0.07498942093324558,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,gp_mean_mf_mpc,0.1,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,gp_mean_mf_mpc,0.3,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,gp_mean_mf_mpc,0.31622776601683794,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,gp_mean_mf_mpc,1.0,0.9313788819875777,0.9306832298136647,validation_alpha_search
diurnal,gp_mean_mf_mpc,1.333521432163324,0.9214037267080745,0.9306832298136647,validation_alpha_search
diurnal,gp_mean_mf_mpc,3.0,0.8217763975155279,0.9306832298136647,validation_alpha_search
diurnal,gp_mean_mf_mpc,5.623413251903491,0.7819254658385093,0.9306832298136647,validation_alpha_search
diurnal,gp_mean_mf_mpc,23.71373705661655,0.7221490683229814,0.9306832298136647,validation_alpha_search
diurnal,gp_mean_mf_mpc,100.0,0.7221490683229814,0.9306832298136647,validation_alpha_search
diurnal,gp_mean_mf_mpc,1.1547819846894583,0.9313416149068323,0.9306832298136647,validation_alpha_refinement
diurnal,gp_ucb_mf_mpc,0.001,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,gp_ucb_mf_mpc,0.004216965034285823,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,gp_ucb_mf_mpc,0.01,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,gp_ucb_mf_mpc,0.01778279410038923,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,gp_ucb_mf_mpc,0.03,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,gp_ucb_mf_mpc,0.07498942093324558,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,gp_ucb_mf_mpc,0.1,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,gp_ucb_mf_mpc,0.3,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,gp_ucb_mf_mpc,0.31622776601683794,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,gp_ucb_mf_mpc,1.0,0.9313788819875777,0.9306832298136647,validation_alpha_search
diurnal,gp_ucb_mf_mpc,1.333521432163324,0.9214037267080745,0.9306832298136647,validation_alpha_search
diurnal,gp_ucb_mf_mpc,3.0,0.8217763975155279,0.9306832298136647,validation_alpha_search
diurnal,gp_ucb_mf_mpc,5.623413251903491,0.7819254658385093,0.9306832298136647,validation_alpha_search
diurnal,gp_ucb_mf_mpc,23.71373705661655,0.7238385093167702,0.9306832298136647,validation_alpha_search
diurnal,gp_ucb_mf_mpc,100.0,0.7221490683229814,0.9306832298136647,validation_alpha_search
diurnal,gp_ucb_mf_mpc,1.1547819846894583,0.9313416149068323,0.9306832298136647,validation_alpha_refinement
diurnal,oracle_mf_mpc,0.001,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,oracle_mf_mpc,0.004216965034285823,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,oracle_mf_mpc,0.01,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,oracle_mf_mpc,0.01778279410038923,0.9977639751552795,0.9306832298136647,validation_alpha_search
diurnal,oracle_mf_mpc,0.03,0.9977639751552795,0.9306832298136647,validation_alpha_search
